GeneName,log2FoldChange(WTC_kvsKOC_k),padj(WTC_kvsKOC_k),log2FoldChange(WTKvsKOK),padj(WTKvsKOK),log2FoldChange(WTC_k24vsKOC_k24),padj(WTC_k24vsKOC_k24),log2FoldChange(WTK24vsKOK24),padj(WTK24vsKOK24),log2FoldChange(KOC_kvsKOK),padj(KOC_kvsKOK),log2FoldChange(WTC_kvsWTK),padj(WTC_kvsWTK),log2FoldChange(KOC_k24vsKOK24),padj(KOC_k24vsKOK24),log2FoldChange(WTC_k24vsWTK24),padj(WTC_k24vsWTK24)
Gm12703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cyb5r3,-0.240196133,0.54327,-0.086709631,0.90849,-0.324675907,0.87097,0.031984455,0.92913,-1.49065753,3.68E-23,-1.661728789,3.19E-14,0.111814148,0.85681,-0.23035853,0.92717
Rrp7a,-0.020745982,0.97559,0.085472506,0.88599,-0.196385164,0.82656,0.15926317,0.60393,0.087761827,0.73425,-0.034668493,0.87732,0.164914797,0.68899,-0.176120782,0.85524
Amigo1,0.063956965,0.95003,0.463616605,0.20607,0.31366007,0.77796,0.01741562,0.97468,0.11711517,0.75765,-0.299340061,0.14019,-0.169870521,0.74099,0.14180515,0.955
Efcab5,-0.270527228,0,2.277312023,0,-2.369123475,0,-0.255309108,0,1.037690435,0,-1.505553092,0,1.117049286,0,-0.974145249,0
Zfp438,0.612477245,0.3514,0.372319809,0.70103,-0.170283159,0.95972,0.581678683,0.30302,-0.308393078,0.52432,-0.08888723,0.87805,0.234657657,0.82956,-0.500444917,0.85124
Try10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP23-388A19.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP24-73K7.4,0,0,2.143869884,0,0,0,0,0,0,0,0,0,0,0,0,0
RP23-441D9.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP24-369P14.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP24-445H14.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP23-90N15.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP23-448B17.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP24-152K17.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP23-145J9.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP24-280M5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr531,0,0,0,0,0,0,-0.325479895,0,0,0,0,0,0,0,0,0
Sim2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL645994.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sigmar1,0.079018978,0.92432,0.751616015,0.010208,-0.14673413,0.9354,0.050711252,0.88449,-1.554757822,5.28E-12,-2.246620753,6.47E-36,-0.042143761,0.95576,-0.225570817,0.85188
SLY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cbx7,-0.118728078,0.87653,-0.475995792,0.058291,0.139434322,0.93152,0.204591916,0.39354,0.058365182,0.84529,0.397457163,0.062046,-0.303097134,0.42711,-0.353825673,0.54559
Galt,0.031252221,0.95627,0.486374564,0.0099121,0.243519533,0.78463,0.304102881,0.27863,-0.376814708,0.0061153,-0.849988165,3.70E-10,0.285005503,0.2728,0.23869655,0.84639
Ncan,-0.339347207,0,0,0,0,0,0,0,0,0,-0.308121499,0,0,0,0,0
Slc25a42,0.16126616,0.67864,0.342537303,0.29701,-0.216085127,0.89142,-0.042456094,0.92203,-0.054879691,0.86441,-0.253481171,0.10844,-0.324963284,0.33116,-0.482905531,0.47702
2310045N01Rik,0.105305024,0.82601,0.217607889,0.61545,0.13782093,0.91315,-0.050539955,0.89347,0.070086805,0.80048,-0.059642926,0.78098,0.013287778,0.98397,0.216598774,0.8563
Gm17168,0.550895356,0,-1.339285786,0,1.491551379,0.72644,-0.474714587,0,0.099874597,0,1.984842603,0.086937,-1.256686895,0,0.722955203,0
5330438I03Rik,0.754288168,0,0.444707901,0,1.424107131,0.83871,0.393999956,0,2.08900776,0,2.381459148,0.11546,-0.451728556,0,0.597822369,0
Olfr160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spanxn4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Usmg5,0.093356397,0.86925,-0.350428605,0.73778,0.470237856,0.89142,0.43238821,0.51482,0.864928634,0.044674,1.290452876,1.24E-08,0.165696984,0.88674,0.215834042,0.97938
Vmn1r-ps142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP24-173C11.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm3965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm21970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm18397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vmn1r-ps20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cldn17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mta3,-0.176709499,0.53823,0.732044532,0.030763,-0.036140056,0.98666,-0.186286407,0.61995,-0.237162677,0.3798,-1.163070741,1.65E-09,-0.142827746,0.77715,0.023251424,0.99418
RP23-182F9.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rps16-ps2,-0.272636172,0.71101,-0.140339836,0.92616,0.015330562,0.99865,0.331735194,0.55829,0.53582435,0.3028,0.382612916,0.3969,0.030262869,0.97816,-0.272334967,0.9601
Gm8603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm839,-0.537251508,0,-0.684092353,0,2.069952174,0,-0.033694034,0,0.194290913,0,0.32613468,0.81563,0.823819101,0,2.941277104,0
A230083G16Rik,-0.282982732,0.70329,-0.489306209,0.50137,-0.10589531,0.95988,-0.517959722,0.26177,0.021988761,0.96758,0.210245075,0.62165,-0.292740401,0.69488,0.133496423,0.98145
Tas2r124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Npn2,-0.76393591,0,-0.15871208,0,-0.410728453,0,-0.281070293,0,-1.961713765,0,-2.591103394,0,1.02078332,0,0.914084607,0
RP24-176P22.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP24-37L23.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm26531,-0.390860147,0,0.065489163,0,0.407963666,0,0.012897462,0,2.893982908,0,2.4356835,0,-0.336761318,0,0.073429055,0
RP24-48K24.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP24-336F17.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CH36-337P22.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slc18a3,0,0,0.085155128,0,0,0,1.079221679,0,-0.285834766,0,0,0,0,0,0,0
RP24-145C1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm21950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP24-326I23.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm17365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm8266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tcstv1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm6176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm21718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Inhbb,0.151729155,0.94108,-0.233466513,0.83877,-0.001222287,0.99947,-0.046405588,0.96252,-0.071788522,0.93568,0.299151464,0.45363,-0.54308047,0.71806,-0.479362398,0.8656
Pax1,0,0,0,0,-0.273727724,0,0,0,0,0,0,0,-1.671396396,0,0,0
Tspan15,0.114462805,0.93356,-0.63114569,0.14959,-0.153684032,0.95025,-0.338345704,0.37109,-0.253929688,0.55781,0.4733431,0.10286,-0.381669432,0.54948,-0.18276393,0.96139
Clca4,-0.741615496,0,0.685379244,0,0.919870852,0,-1.181113287,0,1.023443216,0,-0.420730821,0,-0.532547934,0,1.58317877,0
Apbb1,0.222194597,0.91916,-0.865232523,0.47844,0.123615952,0.97907,-0.212936631,0.83779,-0.869294352,0.25434,0.204611834,0.74925,-0.413837367,0.74807,-0.06223778,0.99303
Strip1,-0.10388863,0.81978,0.019636107,0.97734,-0.083843473,0.96336,-0.43926425,0.07005,-0.25068026,0.31867,-0.391623034,0.014089,-0.182382394,0.68969,0.188030988,0.92893
Lsm12,-0.263503445,0.15612,0.206892142,0.59499,-0.001825271,0.99976,-0.012653628,0.97453,-0.013797347,0.9539,-0.501579276,0.00071064,0.087306153,0.87171,0.112309166,0.95496
Alx3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kif1a,1.596723013,0.28257,-0.400688638,0,0.352502484,0,0.681608721,0,-1.986793917,0,0.002049861,0.99953,0.53088882,0,0.219432258,0
Adam11,1.80574994,3.04E-19,2.226901674,2.72E-17,2.296939593,0.000000309,2.552481676,1.73E-30,0.715798792,0.00198,0.274059155,0.43656,-0.374296032,0.57994,-0.61377239,0.52986
Ccdc43,-0.152951257,0.82279,-0.002139814,0.99797,-0.035344328,0.98162,-0.169262847,0.63809,0.325080254,0.25739,0.157662852,0.49297,-0.010076252,0.99141,0.138117838,0.9593
Slc25a11,0.042091706,0.93359,0.003109107,0.99533,-0.226603742,0.86641,0.346939966,0.008088,-0.116484993,0.4998,-0.094118647,0.62783,0.260451879,0.41136,-0.298146745,0.63973
Chrne,-0.424837279,0.92159,0.805025215,0,0,0,-0.051728702,0,-1.224802078,0,-2.472878931,0.11944,0,0,1.763643247,0
Eftud2,-0.009120937,0.98978,0.393461961,0.41193,-0.317723086,0.8349,-0.085179823,0.8491,-0.166861884,0.65058,-0.588488048,0.00025409,0.094037065,0.90616,-0.122760357,0.97055
Higd1b,0,0,-0.37639601,0,-0.177497614,0,-0.443453685,0,0,0,1.873769485,0,-2.243947808,0,-1.957192801,0
RP24-92P14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CH36-142O18.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP24-554B1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP24-119I6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP24-167J1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP23-8J15.4,-0.098085305,0.87813,-0.273451992,0.81802,0.385731846,0.87868,0.440711673,0.67995,0.693714455,0.16139,0.850081428,0.000021,0.079542906,0.94646,0.036501384,0.99615
RP24-141F19.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP23-21H3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP24-305D3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP24-340K1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm525,-0.605616308,0,-1.106168941,0,-0.70800476,0,0,0,0.101128389,0,0.571455971,0,0,0,0.431683355,0
Gm17542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adamts9,0.284542937,0.78944,0.064612602,0.9687,-0.796917377,0.60549,-1.287608965,0.16709,-0.487343414,0.30494,-0.281713009,0.58381,-0.89031579,0,-0.383558332,0.9161
Prickle2,0.153077572,0.92042,-0.815169356,0.17742,-0.197464591,0.92261,0.539653953,0.40036,-0.482781345,0.35391,0.468671689,0.20375,-0.289188798,0.73953,-1.009757694,0.10627
Gm17026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lrig1,-0.227875464,0.39026,0.076869511,0.94139,-0.10657493,0.95628,-0.401983839,0.21956,-0.381438985,0.13839,-0.703702207,0.0065399,-0.031234095,0.95675,0.279160954,0.89532
Gm17268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm6676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bbs5,-0.112475203,0.93221,-0.005739835,0.9991,-0.067447105,0.97139,0.335218895,0.57222,0.615082266,0.075015,0.492272363,0.13399,-0.034458237,0.96318,-0.420810579,0.81646
Clip2,0.092980334,0.94837,0.250582018,0.8044,0.103855329,0.96139,-0.132593227,0.82636,-0.055882193,0.92725,-0.232300087,0.57225,-0.124301317,0.89603,0.127561637,0.97938
Tdpoz2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm10057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kcnma1,1.811093282,0,-0.549511941,0,1.91605164,0,0.898715611,0,-0.491839845,0,1.860244895,0.26741,-1.013645812,0,0.024382047,0
Gm21978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pirt,0,0,-0.158712076,0,0,0,2.754713696,0,-2.047368849,0,0,0,2.146128792,0,0,0
H1fnt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arf1,-0.044814109,0.90657,-0.014686346,0.97734,-0.234298716,0.80626,-0.045323726,0.86681,-0.26551062,0.1064,-0.313506535,0.0050705,0.127164671,0.75406,-0.046828102,0.98318
Znfx1,-0.144231433,0.66144,0.096030863,0.91815,0.107119651,0.96766,-0.310172828,0.50594,-0.240742615,0.50879,-0.498197556,0.0086701,-0.391386459,0.48033,0.042077146,0.99418
Gm17225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tenm4,-0.625639323,0,-0.78331588,0,-1.354959392,0,0.125814179,0,-1.644724671,0,-1.495352181,0,1.146066575,0,-0.320753452,0
Nup133,0.100053958,0.88415,0.587820118,0.092816,-0.176920754,0.93738,-0.097341165,0.80704,-0.088334445,0.82806,-0.592669821,0.00081556,0.284498337,0.60104,0.220301318,0.93038
Fam26d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Immp2l,0.119324298,0.84116,-0.293090837,0.61891,0.213101352,0.92103,0.683244724,0.065175,0.237310496,0.49958,0.631169806,0.00050319,0.560485966,0.32717,0.10349312,0.98198
Hist3h2ba,0.459486525,0,-1.768786568,0,-0.218767672,0,0.452107627,0,-1.945870486,0,0.240810387,0,0.473491907,0,-0.179328549,0
Speer4c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Klf14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aoah,-0.052025375,0.98701,0.013364621,0.9888,-1.039737511,0.57692,-1.432027812,0.21388,-0.004209771,0.99337,-0.083948882,0.90004,-0.701370641,0,-0.292561272,0.95966
Trim27,-0.063126324,0.91978,0.064891536,0.91571,-0.149804457,0.90557,-0.047965073,0.88092,-0.125046297,0.61732,-0.269800724,0.11508,0.036057959,0.94894,-0.051199348,0.98919
Zkscan3,0.276408403,0.081229,0.18236301,0.75428,0.187156224,0.91115,0.230914725,0.47376,0.550313521,0.001758,0.627427159,0.0003215,-0.038988931,0.95828,-0.067712989,0.98441
Pak2,-0.078914603,0.85988,0.181796578,0.65679,-0.291453516,0.66861,-0.195064371,0.52603,-0.103827492,0.59581,-0.381363719,0.022467,0.002679721,0.9993,-0.0781892,0.97938
Mfi2,0,0,-1.956645846,0,0.145396929,0,1.827398323,0,0,0,0,0,2.002498712,0,0.347543261,0
Spag6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slc6a14,0.248965592,0,1.901035758,0,-0.351319266,0,0,0,1.904297479,0,0.228163194,0,2.846066758,0,0,0
Wdr53,-0.04991326,0.96046,0.265105251,0.48858,-0.035305916,0.9821,0.373263032,0.14676,0.358911351,0.1597,0.026638812,0.92416,0.279111004,0.43544,-0.115153915,0.96352
Dnm1l,0.005285203,0.9936,0.218922535,0.52443,-0.006295584,0.99584,0.1271873,0.60593,0.080579232,0.75073,-0.152182224,0.29897,0.121198848,0.73633,0.002639169,0.9983
Fgd4,-0.022771616,0.97135,-0.193498851,0.74853,0.095406157,0.96336,0.175188013,0.66249,0.274432902,0.23214,0.427091306,0.023492,0.19251031,0.78551,0.126125219,0.96469
Gm11422,0,0,0,0,0,0,1.703361223,0,0,0,0,0,2.139005837,0,0,0
Gm498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm26647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hes7,0.204764634,0,-2.566572323,0,0.252281527,0,2.013752626,0,-2.262359905,0,0.501171619,0,-0.192610619,0,-1.928927546,0
Rabepk,0.109005556,0.82912,0.026041752,0.98015,-0.142152599,0.91243,0.124100876,0.77471,0.171576589,0.5847,0.236184497,0.25965,0.416085433,0.1411,0.163829462,0.95321
Srrm1,0.059680777,0.88155,0.115882499,0.82215,-0.103826655,0.93992,-0.257365488,0.46032,-0.12871855,0.57649,-0.20259585,0.15077,-0.327191727,0.29708,-0.157614994,0.9523
Pramel6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pramel7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hdac1,-0.181366024,0.64218,-0.152546856,0.76082,-0.213102542,0.87868,-0.237273893,0.3132,-0.153575968,0.55337,-0.199640026,0.26715,0.114295952,0.85603,0.153700179,0.89275
Stpg1,1.835610651,0,0.660905423,0,-0.507366911,0,-1.184941385,0,0.538135209,0,1.70014178,0,-0.159015622,0,0.531550117,0
Nipal3,0.203497063,0.45619,0.060838831,0.93433,-0.461729644,0.6837,-0.579747937,0.10163,-0.438961929,0.052632,-0.314670983,0.076157,0.053445319,0.94771,0.18691121,0.95138
Csmd2,-0.446556152,0,-1.051707742,0,-0.387348891,0,-0.70513694,0,-0.064703247,0,0.528257561,0,1.248922589,0,1.577568377,0
Zbtb8a,0.371145228,0.78959,0.353669676,0.74167,-0.485149918,0.86641,-0.141758564,0.87194,-0.004161615,0.98269,-0.004604555,0.98795,0.332208185,0.8318,0.005017803,0.99615
Parvg,-0.027350147,0.99236,-0.011061784,0.99068,-1.153002082,0.49223,-0.79181759,0.27146,-0.009156717,0.98678,-0.044257542,0.96143,-0.444232758,0.71973,-0.790215474,0.69706
Parvb,0.136905677,0.87473,0.16267885,0.88146,-0.40334823,0.79589,-0.204131593,0.71962,-0.183467858,0.63314,-0.226857872,0.58314,-0.466679148,0.44919,-0.649557924,0.30631
Csnk1e,-0.071337735,0.94564,-0.042233916,0.96094,-0.290011054,0.85765,-0.223291999,0.53538,0.124315803,0.72435,0.077655925,0.77743,-0.047623179,0.94738,-0.098031113,0.97938
Smc1b,-0.1088848,0.98389,-0.936200303,0,-0.424710115,0.93841,-2.029713608,0,-0.683571998,0,0.125615492,0.90711,-0.764285611,0,0.854277997,0
Ribc2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Samm50,0.005365682,0.99474,0.152401887,0.73434,-0.468015806,0.62586,0.238055545,0.34269,-0.589390901,0.0000755,-0.754307572,0.000072,0.04898014,0.94894,-0.641748239,0.046851
Sh3bp1,0.244321722,0.88044,-0.386421994,0.70117,-0.309535437,0.89666,-0.553931652,0.38908,-0.14008643,0.85458,0.473818117,0.26772,-0.447805797,0.57994,-0.187229785,0.97094
Upk3a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fam118a,0.24669379,0.81885,0.323082496,0.72348,-0.221421914,0.92782,0.698771712,0.077573,0.604515196,0.090027,0.509918447,0.2204,0.236049217,0.74807,-0.667917578,0.55847
Hspb6,0.112722752,0.84668,0.672196161,0.16526,0.550444065,0.57862,0.200747725,0.56367,-0.008598865,0.98851,-0.582053775,0.0011957,-0.501454916,0.35325,-0.135810946,0.95645
Gjd4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ttc9,2.341770341,0,1.478297278,0,0.064750901,0,0.105052631,0,0.396556411,0,1.244209109,0,0.614288283,0,0.589604557,0
Mrpl41,-0.022459151,0.97559,-0.100944035,0.91815,0.226038949,0.91587,0.386239078,0.44067,0.551901373,0.15624,0.612939989,0.00000843,0.447145606,0.28023,0.300578967,0.92219
St8sia2,0.605070769,0,-0.10970594,0,0.910770519,0,0.087918663,0,0.511756586,0,1.209084831,0,1.604097919,0,2.430448987,0
Mcoln3,0,0,0,0,0,0,-0.323380372,0,0,0,1.243103326,0,0,0,0.922401054,0
Clec3b,2.356168587,0.02835,1.370646882,0.49904,1.447937005,0.7619,1.608636364,0,0.204547695,0.89941,1.170603145,0.3193,-1.579757179,0,-1.724191984,0
Exosc7,0.144101338,0.59349,0.358647426,0.097688,0.238040419,0.70978,0.359456954,0.19943,0.159339289,0.36044,-0.072861254,0.69239,0.234505182,0.43143,0.128287918,0.955
Zdhhc3,-0.028616743,0.95978,0.148984812,0.71504,-0.060575408,0.95618,0.04810024,0.89347,-0.026176043,0.89691,-0.220833583,0.1869,-0.051137918,0.91655,-0.144800167,0.90327
Tgm4,0.233446036,0,-0.445539569,0,0.069044892,0,-1.680226132,0,0.224297064,0,0.881781309,0.59602,-0.949447258,0,0.807690216,0
Ptcra,0,0,0,0,0,0,0,0,0,0,1.708175862,0,-0.357791091,0,0,0
Atp5c1,0.055097965,0.91635,-0.133459932,0.8256,0.033003941,0.98335,0.457513553,0.019064,0.109846964,0.70045,0.280166644,0.086087,0.173913616,0.62435,-0.236595896,0.83849
Ttll5,0.190400996,0.60801,-0.043860749,0.96887,-0.066128916,0.98162,-0.165613684,0.72389,-0.047329711,0.88701,0.17031246,0.64775,-0.036441763,0.96594,0.076776259,0.98911
4930412O13Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Suox,0.425508578,0.001539,0.900629657,0.05012,0.112352691,0.96949,0.435137986,0.29833,-0.23989964,0.53201,-0.731517749,0.0034676,0.121203526,0.90752,-0.185953953,0.9642
RP23-216J17.6,0,0,0.211313356,0,1.394248461,0,-0.235337279,0,0,0,0,0,-0.776477936,0,0.878427376,0
RP24-85J13.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slc12a8,1.102441651,0,-1.663980082,0.19398,1.073751756,0.84007,0.808809069,0,-2.04274419,0,0.698303017,0.43539,-0.207584548,0,0.072593341,0
Cox18,-0.014716411,0.98701,0.158462215,0.76777,-0.066661206,0.98067,-0.061177217,0.89397,-0.034715542,0.92862,-0.225438756,0.29441,0.172820864,0.84407,0.183511973,0.94125
Reep6,0.37421374,0.01121,0.440279535,0.39622,-0.140213122,0.95628,0.062677213,0.92508,-0.345523436,0.232,-0.427714234,0.0538,-0.192014957,0.77606,-0.378975756,0.89669
Prr11,0.548630235,0,-0.889633386,0,-2.189652933,0.64169,-0.944078746,0,-0.85639974,0,0.552476311,0.75074,-0.724123156,0,-1.958669868,0
Ska2,0.216189759,0.91673,0.118770788,0.95485,0.484093168,0.91741,0.005471686,0.99386,0.495891128,0.5111,0.574027854,0.32328,0.082331215,0.95026,0.57511923,0.93038
Fbxl21,-0.396396846,0.25053,0.382883499,0.62785,0.999452724,0.21833,-0.031528718,0.97118,0.391334443,0.15453,-0.407730898,0.26058,-0.018622666,0.98745,1.027844294,0.104
Btnl10,-0.271973021,0,0.2064621,0,1.580909033,0,0,0,1.5289555,0,1.028142201,0,-0.654970885,0,0,0
Rnf187,-0.142427657,0.57313,0.082083153,0.89182,-0.064799739,0.97358,-0.036992333,0.91818,-0.207433823,0.29027,-0.447917093,0.0052631,0.064511185,0.91744,0.051911917,0.98919
Smg8,0.079919088,0.89392,0.368926963,0.47856,-0.196780719,0.93695,-0.315291895,0.3798,-0.111749823,0.72288,-0.417414129,0.072621,-0.238424071,0.73633,-0.104196136,0.98693
4933440N22Rik,0.601530418,0.74399,-0.091952123,0.96049,-0.874347435,0.64321,0.522222528,0.55581,-0.463030103,0.57687,0.214942389,0.82282,0.310890846,0.83225,-1.070967272,0.35845
Ccp110,0.503904817,0.015393,-0.619040301,0.17684,0.25322901,0.87419,-0.099983874,0.82696,0.262616246,0.40501,1.369158656,1.80E-09,-0.181172283,0.79954,0.187562341,0.89902
Zdhhc15,1.679864364,0.38114,-0.973092297,0,-1.99806685,0,0.863133834,0,-1.994170401,0,0.632940125,0.66535,1.468644624,0,-1.38550653,0
Map9,-0.016666001,0.99437,0.271297157,0.90849,-0.16341312,0.9796,0.585272518,0.50493,-0.250439212,0.76749,-0.556613172,0.41288,0.864716987,0,0.133549731,0.98911
Ptgr1,-0.004192776,0.99516,0.108570407,0.94126,0.634237227,0.79922,-0.113728038,0.89238,-0.050027644,0.94932,-0.182252548,0.69935,0.041356414,0.97167,0.804863553,0.55607
Mapkbp1,0.133233191,0.84579,0.533818667,0.11214,0.691882133,0.46918,-0.001054338,0.99907,0.052296093,0.86779,-0.368288939,0.12172,-0.440848,0.35556,0.268405868,0.93839
Usp36,0.062173823,0.93446,0.228384716,0.65679,0.02989289,0.98489,-0.100621593,0.81916,0.312021385,0.22088,0.128601284,0.55513,-0.200597175,0.65097,-0.05408385,0.98919
Astn2,-0.153982479,0.92045,-0.366894652,0.82511,-0.507868473,0.8509,0.192127286,0.83643,-0.358981642,0.60495,-0.162578018,0.80239,0.158009077,0.91629,-0.525242878,0.81945
Pappa,2.308254547,0,-0.603207467,0,-0.502429748,0,0,0,-1.21078369,0,1.684293378,0,-0.850301176,0,0,0
Gm20610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rab1,0.052855597,0.90502,0.209525231,0.44143,-0.112452511,0.9354,0.257725522,0.27003,-0.165230086,0.34057,-0.34047573,0.0060287,0.153557359,0.73633,-0.201263291,0.84692
Lgr5,-0.532913749,0.027362,0.676454872,0.25901,0.420616473,0.87639,-0.079330039,0.85599,0.284092352,0.3383,-0.94385722,0.0033207,0.112962877,0.87586,0.627035128,0.69827
Dock2,-0.215178071,0.81199,0.077185827,0.92705,-0.899000475,0.56944,-0.957685672,0.042964,0.100826227,0.81012,-0.210236453,0.5357,-0.1119876,0.9363,-0.036215775,0.99538
Slc1a4,0.043003419,0.97659,2.082489207,0.00016699,-0.195335211,0.93725,0.450626104,0.41571,-1.239742529,0.007345,-3.303327252,1.66E-22,-0.081945035,0.94101,-0.710676299,0.44822
Olfr1019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elp5,0.169951798,0.58209,0.054009588,0.94126,-0.035395758,0.97913,0.100692755,0.74822,-0.056325873,0.84702,0.041682815,0.83946,0.212914871,0.52227,0.091355948,0.96857
Slc2a4,-1.094964874,0.48895,0.717241838,0.79571,1.367273923,0.90933,0.99260559,0,1.554793316,0,-0.268866622,0.7836,-2.777946317,0.089931,-2.383833272,0
Gabarap,-0.098232261,0.79599,-0.109689815,0.86245,-0.131382268,0.9349,0.172925507,0.66803,0.016970447,0.96433,0.01097454,0.95487,0.349394672,0.20977,0.059494566,0.98919
Igkv1-117,-1.113283344,0,0.338603302,0,2.589173514,0,-1.918679979,0,0.32965979,0,-1.141255773,0,-2.825147256,0,1.690050076,0
Cldn7,0.666592942,0.70576,-0.44721448,0.68065,0.554830136,0.87868,-0.622300112,0.43194,-0.456037884,0.63503,0.634560598,0.2037,-0.6749534,0.58217,0.517964259,0.88133
Fabp5l2,-0.235627057,0,0,0,0,0,0,0,0.313323979,0,0,0,0,0,0,0
